deduction_id,retailer_id,deduction_date,deduction_type,amount,code_as_remitted,translated_code,standardized_category,order_id,shipment_id,remittance_id,remittance_description,dispute_deadline,is_vague,is_post_audit,is_double_dip,dispute_outcome,recovered_amount,dispute_filed_date,dispute_closed_date,days_outstanding,in_trailing_window,is_ghost_promo
DED-0000990,unfi,2025-06-29,spoilage,1075.65,UNS,Unsaleable / spoilage,spoilage,UNFI-2025-000341,UNFI-2025-000341-S1,REM-UNFI-00028,Spoilage — expired or short-dated at receiving,2025-08-28,0,0,0,won_full,1075.65,2025-08-18,2025-11-05,129,1,0
DED-0000362,kehe,2025-06-29,promo_billback,813.33,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2025-000247,KEHE-2025-000247-S1,REM-KEHE-00026,Promo billback (MCB / scan-down),2025-12-26,0,0,0,lost_other,0.0,2025-08-25,2025-10-06,99,1,1
DED-0000970,unfi,2025-06-29,damaged,752.84,DMG,Damaged product / unsaleable,damaged,UNFI-2025-000309,UNFI-2025-000309-S1,REM-UNFI-00028,Damage at receiving — BOL signed damaged,2025-08-28,0,0,0,,,,,,1,0
DED-0000971,unfi,2025-06-29,late_delivery,500.0,LAT,Late delivery,late_delivery,UNFI-2025-000309,UNFI-2025-000309-S1,REM-UNFI-00028,Late delivery — 5 days past window,2025-08-28,0,0,0,,,,,,1,0
DED-0001744,walmart,2025-06-29,short_ship,354.31,13,Substitution Overcharge,short_ship,WALM-2025-000485,WALM-2025-000485-S1,REM-WALM-00026,Short ship: receiving hand-count 4 units short,2026-06-29,0,0,0,lost_evidence,0.0,2025-07-23,2025-09-20,83,1,0
DED-0000969,unfi,2025-06-29,short_ship,286.17,SHT,Shortage,short_ship,UNFI-2025-000308,UNFI-2025-000308-S1,REM-UNFI-00028,Short ship: 3 units missing,2025-08-28,0,0,0,,,,,,1,0
DED-0002767,whole_foods,2025-06-29,short_ship,258.99,SHRT,Shortage,short_ship,WHOL-2025-000253,WHOL-2025-000253-S1,REM-WHOL-00025,Short ship: 2 units missing,,0,0,0,,,,,,1,0
DED-0000692,prairie_provisions,2025-06-29,label_fine,162.67,LBL,Label fine,label_fine,PRAI-2025-000078,PRAI-2025-000078-S1,REM-PRAI-00016,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000691,prairie_provisions,2025-06-29,damaged,148.86,DMG,Damaged,damaged,PRAI-2025-000076,PRAI-2025-000076-S1,REM-PRAI-00016,Damage at receiving — BOL signed damaged,,0,0,0,,,,,,1,0
DED-0000107,green_basket_market,2025-06-28,vague,1941.17,MISC,Miscellaneous,vague,GREE-2025-000095,GREE-2025-000095-S1,REM-GREE-00015,Audit adjustment,,1,0,0,,,,,,1,0
DED-0001790,walmart,2025-06-28,short_ship,302.0,13,Substitution Overcharge,short_ship,WALM-2025-000536,WALM-2025-000536-S1,REM-WALM-00026,Short ship: receiving hand-count 3 units short,2026-06-28,0,0,0,,,,,,1,0
DED-0000110,green_basket_market,2025-06-28,promo_billback,288.55,FFL,Free Fill new-item billback,promo_billback,GREE-2025-000103,GREE-2025-000103-S1,REM-GREE-00015,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,1
DED-0000995,unfi,2025-06-28,late_delivery,250.0,LAT,Late delivery,late_delivery,UNFI-2025-000350,UNFI-2025-000350-S1,REM-UNFI-00028,Late delivery — 1 days past window,2025-08-27,0,0,0,,,,,,1,0
DED-0000994,unfi,2025-06-28,damaged,246.78,DMG,Damaged product / unsaleable,damaged,UNFI-2025-000350,UNFI-2025-000350-S1,REM-UNFI-00028,Damage at receiving — BOL signed damaged,2025-08-27,0,0,0,,,,,,1,0
DED-0001019,unfi,2025-06-28,promo_billback,226.59,MCB,Manufacturer chargeback (promo),promo_billback,UNFI-2025-000378,UNFI-2025-000378-S1,REM-UNFI-00028,Promo billback (MCB / scan-down),2025-08-27,0,0,0,,,,,,1,0
DED-0001797,walmart,2025-06-28,late_delivery,185.82,99,OTIF,late_delivery,WALM-2025-000542,WALM-2025-000542-S1,REM-WALM-00026,Late delivery — 2 days past window,,0,0,0,,,,,,1,0
DED-0000378,kehe,2025-06-28,promo_billback,182.49,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2025-000280,KEHE-2025-000280-S1,REM-KEHE-00026,Promo billback (MCB / scan-down),2025-12-25,0,0,0,,,,,,1,1
DED-0001796,walmart,2025-06-28,short_ship,160.73,13,Substitution Overcharge,short_ship,WALM-2025-000542,WALM-2025-000542-S1,REM-WALM-00026,Short ship: receiving hand-count 3 units short,2026-06-28,0,0,0,lost_other,0.0,2025-08-20,2025-09-28,92,1,0
DED-0001724,walmart,2025-06-28,short_ship,75.0,13,Substitution Overcharge,short_ship,WALM-2025-000465,WALM-2025-000465-S1,REM-WALM-00026,Short ship: 1 units missing,2026-06-28,0,0,0,lost_evidence,0.0,2025-08-01,2025-09-25,89,1,0
DED-0001768,walmart,2025-06-28,short_ship,75.0,13,Substitution Overcharge,short_ship,WALM-2025-000511,WALM-2025-000511-S1,REM-WALM-00026,Short ship: qty units missing,2026-06-28,0,0,0,lost_evidence,0.0,2025-08-11,2025-09-25,89,1,0
DED-0000359,kehe,2025-06-27,vague,525.56,BI,Connect BI fee (2% of sales),vague,KEHE-2025-000241,KEHE-2025-000241-S1,REM-KEHE-00026,Compliance fee,2025-12-24,1,0,0,,,,,,1,0
DED-0001762,walmart,2025-06-27,late_delivery,333.63,99,OTIF,late_delivery,WALM-2025-000507,WALM-2025-000507-S1,REM-WALM-00026,Late delivery — 3 days past window,,0,0,0,won_full,333.63,2025-07-06,2025-07-28,31,1,0
DED-0001729,walmart,2025-06-27,late_delivery,318.94,99,OTIF,late_delivery,WALM-2025-000468,WALM-2025-000468-S1,REM-WALM-00026,Late delivery — 3 days past window,,0,0,0,lost_evidence,0.0,2025-08-20,2025-11-06,132,1,0
DED-0001728,walmart,2025-06-27,label_fine,299.22,,Unmapped,label_fine,WALM-2025-000468,WALM-2025-000468-S1,REM-WALM-00026,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0001759,walmart,2025-06-27,label_fine,272.45,,Unmapped,label_fine,WALM-2025-000505,WALM-2025-000505-S1,REM-WALM-00026,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_no_response,0.0,2025-08-26,2025-09-17,82,1,0
DED-0002781,whole_foods,2025-06-27,short_ship,231.48,SHRT,Shortage,short_ship,WHOL-2025-000286,WHOL-2025-000286-S1,REM-WHOL-00025,Short ship: 2 units missing,,0,0,0,lost_evidence,0.0,2025-09-03,2025-10-30,125,1,0
DED-0001758,walmart,2025-06-27,short_ship,155.07,13,Substitution Overcharge,short_ship,WALM-2025-000505,WALM-2025-000505-S1,REM-WALM-00026,Short ship: 2 units missing,2026-06-27,0,0,0,won_full,155.07,2025-07-28,2025-08-28,62,1,0
DED-0000358,kehe,2025-06-27,label_fine,85.9,LBL,Labeling noncompliance,label_fine,KEHE-2025-000241,KEHE-2025-000241-S1,REM-KEHE-00026,Label noncompliance — generic label not retailer-spec,2025-12-24,0,0,0,lost_no_response,0.0,2025-07-11,2025-08-20,54,1,0
DED-0002782,whole_foods,2025-06-27,vague,57.3,MISC,Miscellaneous,vague,WHOL-2025-000286,WHOL-2025-000286-S1,REM-WHOL-00025,Slotting reconciliation,,1,0,0,,,,,,1,0
DED-0000029,costco,2025-06-26,spoilage,3401.41,SPL,Spoilage / cold-chain rejection,spoilage,COST-2025-000024,COST-2025-000024-S1,REM-COST-00013,Spoilage — expired or short-dated at receiving,,0,0,0,won_full,3401.41,2025-07-29,2025-10-18,114,1,0
DED-0000028,costco,2025-06-26,short_ship,381.18,SHRT,Shortage at receiving,short_ship,COST-2025-000024,COST-2025-000024-S1,REM-COST-00013,Short ship: 3 units missing,,0,0,0,,,,,,1,0
DED-0001770,walmart,2025-06-26,short_ship,222.33,13,Substitution Overcharge,short_ship,WALM-2025-000513,WALM-2025-000513-S1,REM-WALM-00026,Short ship: receiving hand-count 3 units short,2026-06-26,0,0,0,lost_evidence,0.0,2025-07-25,2025-09-25,91,1,0
DED-0001771,walmart,2025-06-26,late_delivery,100.03,99,OTIF,late_delivery,WALM-2025-000513,WALM-2025-000513-S1,REM-WALM-00026,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0001747,walmart,2025-06-25,short_ship,678.01,13,Substitution Overcharge,short_ship,WALM-2025-000488,WALM-2025-000488-S1,REM-WALM-00026,Short ship: receiving hand-count 6 units short,2026-06-25,0,0,0,,,,,,1,0
DED-0001710,walmart,2025-06-25,short_ship,351.28,13,Substitution Overcharge,short_ship,WALM-2025-000452,WALM-2025-000452-S1,REM-WALM-00026,Short ship: 4 units missing,2026-06-25,0,0,0,lost_evidence,0.0,2025-07-22,2025-10-18,115,1,0
DED-0000373,kehe,2025-06-24,promo_billback,909.73,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2025-000269,KEHE-2025-000269-S1,REM-KEHE-00026,Promo billback (MCB / scan-down),2025-12-21,0,0,0,lost_other,0.0,2025-08-06,2025-09-24,92,1,1
DED-0001711,walmart,2025-06-24,short_ship,338.77,13,Substitution Overcharge,short_ship,WALM-2025-000454,WALM-2025-000454-S1,REM-WALM-00026,Short ship: 3 units missing,2026-06-24,0,0,0,,,,,,1,0
DED-0001745,walmart,2025-06-24,short_ship,331.94,13,Substitution Overcharge,short_ship,WALM-2025-000486,WALM-2025-000486-S1,REM-WALM-00026,Short ship: receiving hand-count 3 units short,2026-06-24,0,0,0,lost_no_response,0.0,2025-07-21,2025-08-22,59,1,0
DED-0001732,walmart,2025-06-24,label_fine,286.63,,Unmapped,label_fine,WALM-2025-000475,WALM-2025-000475-S1,REM-WALM-00026,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0001666,walmart,2025-06-24,label_fine,262.95,,Unmapped,label_fine,WALM-2025-000405,WALM-2025-000405-S1,REM-WALM-00026,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0001746,walmart,2025-06-24,label_fine,253.02,,Unmapped,label_fine,WALM-2025-000486,WALM-2025-000486-S1,REM-WALM-00026,Label noncompliance — generic label not retailer-spec,,0,0,0,won_full,253.02,2025-07-09,2025-08-09,46,1,0
DED-0000985,unfi,2025-06-24,late_delivery,250.0,LAT,Late delivery,late_delivery,UNFI-2025-000331,UNFI-2025-000331-S1,REM-UNFI-00028,Late delivery — 3 days past window,2025-08-23,0,0,0,,,,,,1,0
DED-0000180,harbor_fresh,2025-06-24,label_fine,195.51,LBL,Label fine,label_fine,HARB-2025-000051,HARB-2025-000051-S1,REM-HARB-00014,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002779,whole_foods,2025-06-24,short_ship,133.3,SHRT,Shortage,short_ship,WHOL-2025-000270,WHOL-2025-000270-S1,REM-WHOL-00025,Short ship: qty units missing,,0,0,0,abandoned,0.0,2025-08-12,2025-09-19,87,1,0
DED-0000984,unfi,2025-06-24,label_fine,83.74,LBL,Labeling fine,label_fine,UNFI-2025-000331,UNFI-2025-000331-S1,REM-UNFI-00028,Label noncompliance — generic label not retailer-spec,2025-08-23,0,0,0,,,,,,1,0
DED-0001783,walmart,2025-06-23,promo_billback,464.08,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000529,WALM-2025-000529-S1,REM-WALM-00026,Promo billback (MCB / scan-down),2027-06-23,0,0,0,lost_no_response,0.0,2025-07-08,2025-08-19,57,1,0
DED-0001789,walmart,2025-06-23,short_ship,424.98,13,Substitution Overcharge,short_ship,WALM-2025-000535,WALM-2025-000535-S1,REM-WALM-00026,Short ship: receiving hand-count 3 units short,2026-06-23,0,0,0,lost_no_response,0.0,2025-08-07,2025-09-22,91,1,0
DED-0001708,walmart,2025-06-23,label_fine,264.43,,Unmapped,label_fine,WALM-2025-000450,WALM-2025-000450-S1,REM-WALM-00026,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000098,green_basket_market,2025-06-22,vague,4429.34,MISC,Miscellaneous,vague,,,REM-GREE-00014,Marketing chargeback,,1,0,0,lost_evidence,0.0,2025-07-27,2025-09-06,76,1,0
DED-0000960,unfi,2025-06-22,short_ship,135.9,SHT,Shortage,short_ship,UNFI-2025-000288,UNFI-2025-000288-S1,REM-UNFI-00027,Short ship: 2 units missing,2025-08-21,0,0,0,,,,,,1,0
DED-0002772,whole_foods,2025-06-22,late_delivery,53.74,LATE,Late delivery,late_delivery,WHOL-2025-000262,WHOL-2025-000262-S1,REM-WHOL-00024,Late delivery — 2 days past window,,0,0,0,lost_evidence,0.0,2025-08-01,2025-10-12,112,1,0
DED-0002768,whole_foods,2025-06-21,promo_billback,431.41,PROMO,Promo billback,promo_billback,WHOL-2025-000254,WHOL-2025-000254-S1,REM-WHOL-00024,Promo billback (MCB / scan-down),,0,0,0,abandoned,0.0,2025-08-05,2025-09-16,87,1,0
DED-0001792,walmart,2025-06-21,short_ship,339.9,13,Substitution Overcharge,short_ship,WALM-2025-000540,WALM-2025-000540-S1,REM-WALM-00025,Short ship: receiving hand-count 3 units short,2026-06-21,0,0,0,won_full,339.9,2025-08-27,2025-10-05,106,1,0
DED-0001793,walmart,2025-06-21,late_delivery,318.42,99,OTIF,late_delivery,WALM-2025-000540,WALM-2025-000540-S1,REM-WALM-00025,Late delivery — 2 days past window,,0,0,0,lost_evidence,0.0,2025-08-13,2025-10-22,123,1,0
DED-0001680,walmart,2025-06-21,late_delivery,268.33,99,OTIF,late_delivery,WALM-2025-000425,WALM-2025-000425-S1,REM-WALM-00025,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0001730,walmart,2025-06-21,short_ship,188.6,13,Substitution Overcharge,short_ship,WALM-2025-000469,WALM-2025-000469-S1,REM-WALM-00025,Short ship: receiving hand-count 2 units short,2026-06-21,0,0,0,abandoned,0.0,2025-07-31,2025-09-25,96,1,0
DED-0000184,harbor_fresh,2025-06-21,damaged,108.46,DMG,Damaged,damaged,HARB-2025-000059,HARB-2025-000059-S1,REM-HARB-00013,Damage at receiving — BOL signed damaged,,0,0,0,,,,,,1,0
DED-0000642,mountain_pantry_co,2025-06-21,damaged,80.41,DMG,Damaged,damaged,MOUN-2025-000069,MOUN-2025-000069-S1,REM-MOUN-00012,Damage at receiving — BOL signed damaged,,0,0,0,,,,,,1,0
DED-0002775,whole_foods,2025-06-21,late_delivery,65.55,LATE,Late delivery,late_delivery,WHOL-2025-000265,WHOL-2025-000265-S1,REM-WHOL-00024,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0000364,kehe,2025-06-21,late_delivery,61.73,LATE,Late delivery,late_delivery,KEHE-2025-000254,KEHE-2025-000254-S1,REM-KEHE-00025,Late delivery — 7 days past window,2025-12-18,0,0,0,,,,,,1,0
DED-0000185,harbor_fresh,2025-06-21,late_delivery,27.94,LATE,Late delivery,late_delivery,HARB-2025-000059,HARB-2025-000059-S1,REM-HARB-00013,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0001675,walmart,2025-06-20,vague,544.0,30,Duplicate Billing,vague,,,REM-WALM-00025,Code 95: Other,,1,0,0,lost_evidence,0.0,2025-07-14,2025-09-15,87,1,0
DED-0000980,unfi,2025-06-20,label_fine,232.94,LBL,Labeling fine,label_fine,UNFI-2025-000318,UNFI-2025-000318-S1,REM-UNFI-00027,Label noncompliance — generic label not retailer-spec,2025-08-19,0,0,0,lost_evidence,0.0,2025-08-13,2025-09-17,89,1,0
DED-0000038,costco,2025-06-20,pallet_fine,106.31,PALT,Pallet noncompliance,pallet_fine,COST-2025-000031,COST-2025-000031-S1,REM-COST-00012,Pallet noncompliance,,0,0,0,,,,,,1,0
DED-0002753,whole_foods,2025-06-20,short_ship,87.54,SHRT,Shortage,short_ship,WHOL-2025-000221,WHOL-2025-000221-S1,REM-WHOL-00024,Short ship: qty units missing,,0,0,0,,,,,,1,0
DED-0000108,green_basket_market,2025-06-19,vague,504.6,MISC,Miscellaneous,vague,,,REM-GREE-00014,Slotting reconciliation,,1,0,0,,,,,,1,0
DED-0001733,walmart,2025-06-19,short_ship,233.57,13,Substitution Overcharge,short_ship,WALM-2025-000476,WALM-2025-000476-S1,REM-WALM-00025,Short ship: 3 units missing,2026-06-19,0,0,0,abandoned,0.0,2025-08-10,2025-10-06,109,1,0
DED-0001651,walmart,2025-06-19,short_ship,209.96,13,Substitution Overcharge,short_ship,WALM-2025-000390,WALM-2025-000390-S1,REM-WALM-00025,Short ship: receiving hand-count 2 units short,2026-06-19,0,0,0,lost_no_response,0.0,2025-07-29,2025-09-28,101,1,0
DED-0001734,walmart,2025-06-19,pallet_fine,207.85,,Unmapped,pallet_fine,WALM-2025-000476,WALM-2025-000476-S1,REM-WALM-00025,Pallet noncompliance,,0,0,0,,,,,,1,0
DED-0001647,walmart,2025-06-19,pallet_fine,203.6,,Unmapped,pallet_fine,WALM-2025-000387,WALM-2025-000387-S1,REM-WALM-00025,Pallet noncompliance,,0,0,0,won_full,203.6,2025-08-20,2025-10-17,120,1,0
DED-0000361,kehe,2025-06-19,label_fine,200.59,LBL,Labeling noncompliance,label_fine,KEHE-2025-000246,KEHE-2025-000246-S1,REM-KEHE-00025,Label noncompliance — generic label not retailer-spec,2025-12-16,0,0,0,abandoned,0.0,2025-08-04,2025-09-10,83,1,0
DED-0001722,walmart,2025-06-19,short_ship,124.0,13,Substitution Overcharge,short_ship,WALM-2025-000463,WALM-2025-000463-S1,REM-WALM-00025,Short ship: qty units missing,2026-06-19,0,0,0,lost_evidence,0.0,2025-07-07,2025-08-19,61,1,0
DED-0001646,walmart,2025-06-19,short_ship,82.5,13,Substitution Overcharge,short_ship,WALM-2025-000387,WALM-2025-000387-S1,REM-WALM-00025,Short ship: 1 units missing,2026-06-19,0,0,0,,,,,,1,0
DED-0001752,walmart,2025-06-18,label_fine,257.81,,Unmapped,label_fine,WALM-2025-000497,WALM-2025-000497-S1,REM-WALM-00025,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_evidence,0.0,2025-08-04,2025-09-20,94,1,0
DED-0000974,unfi,2025-06-18,damaged,200.91,DMG,Damaged product / unsaleable,damaged,UNFI-2025-000311,UNFI-2025-000311-S1,REM-UNFI-00027,Damage at receiving — BOL signed damaged,2025-08-17,0,0,0,lost_no_response,0.0,2025-07-13,2025-10-01,105,1,0
DED-0000693,prairie_provisions,2025-06-18,label_fine,172.73,LBL,Label fine,label_fine,PRAI-2025-000082,PRAI-2025-000082-S1,REM-PRAI-00015,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_evidence,0.0,2025-06-28,2025-09-11,85,1,0
DED-0001788,walmart,2025-06-18,short_ship,145.19,13,Substitution Overcharge,short_ship,WALM-2025-000534,WALM-2025-000534-S1,REM-WALM-00025,Short ship: receiving hand-count 2 units short,2026-06-18,0,0,0,lost_other,0.0,2025-07-24,2025-10-12,116,1,0
DED-0001751,walmart,2025-06-18,short_ship,92.14,13,Substitution Overcharge,short_ship,WALM-2025-000497,WALM-2025-000497-S1,REM-WALM-00025,Short ship: receiving hand-count 2 units short,2026-06-18,0,0,0,lost_other,0.0,2025-07-15,2025-09-01,75,1,0
DED-0000186,harbor_fresh,2025-06-17,vague,1247.23,MISC,Miscellaneous,vague,HARB-2025-000062,HARB-2025-000062-S1,REM-HARB-00013,Cash discount take-down,,1,0,0,abandoned,0.0,2025-08-08,2025-10-04,109,1,0
DED-0000982,unfi,2025-06-17,spoilage,908.12,UNS,Unsaleable / spoilage,spoilage,UNFI-2025-000329,UNFI-2025-000329-S1,REM-UNFI-00027,Spoilage — damage in transit affecting condition,2025-08-16,0,0,0,won_full,908.12,2025-07-22,2025-08-16,60,1,0
DED-0001639,walmart,2025-06-17,short_ship,277.28,13,Substitution Overcharge,short_ship,WALM-2025-000376,WALM-2025-000376-S1,REM-WALM-00025,Short ship: receiving hand-count 3 units short,2026-06-17,0,0,0,,,,,,1,0
DED-0001632,walmart,2025-06-16,promo_billback,791.1,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000370,WALM-2025-000370-S1,REM-WALM-00025,Promo billback (MCB / scan-down),2027-06-16,0,0,0,,,,,,1,0
DED-0001781,walmart,2025-06-16,promo_billback,638.27,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000525,WALM-2025-000525-S1,REM-WALM-00025,Promo billback (MCB / scan-down),2027-06-16,0,0,0,abandoned,0.0,2025-08-19,2025-10-01,107,1,0
DED-0000181,harbor_fresh,2025-06-16,spoilage,461.44,SPL,Spoilage / quality complaint,spoilage,HARB-2025-000054,HARB-2025-000054-S1,REM-HARB-00013,Spoilage — temperature abuse in transit,,0,0,0,lost_no_response,0.0,2025-06-29,2025-09-06,82,1,0
DED-0002785,whole_foods,2025-06-16,vague,448.61,MISC,Miscellaneous,vague,,,REM-WHOL-00024,Slotting reconciliation,,1,0,0,,,,,,1,0
DED-0000367,kehe,2025-06-16,promo_billback,361.75,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2025-000258,KEHE-2025-000258-S1,REM-KEHE-00025,Promo billback (MCB / scan-down),2025-12-13,0,0,0,,,,,,1,1
DED-0000094,green_basket_market,2025-06-16,short_ship,305.95,SHRT,Shortage,short_ship,GREE-2025-000070,GREE-2025-000070-S1,REM-GREE-00014,Short ship: 3 units missing,,0,0,0,,,,,,1,0
DED-0000968,unfi,2025-06-16,label_fine,203.86,LBL,Labeling fine,label_fine,UNFI-2025-000307,UNFI-2025-000307-S1,REM-UNFI-00027,Label noncompliance — generic label not retailer-spec,2025-08-15,0,0,0,,,,,,1,0
DED-0000366,kehe,2025-06-16,late_delivery,141.74,LATE,Late delivery,late_delivery,KEHE-2025-000258,KEHE-2025-000258-S1,REM-KEHE-00025,Late delivery — 2 days past window,2025-12-13,0,0,0,,,,,,1,0
DED-0002769,whole_foods,2025-06-16,label_fine,133.58,LBL,Labeling fine,label_fine,WHOL-2025-000256,WHOL-2025-000256-S1,REM-WHOL-00024,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002788,whole_foods,2025-06-15,vague,2800.41,MISC,Miscellaneous,vague,WHOL-2025-000298,WHOL-2025-000298-S1,REM-WHOL-00023,Allowance reconciliation,,1,0,0,,,,,,1,0
DED-0001767,walmart,2025-06-15,vague,527.38,30,Duplicate Billing,vague,,,REM-WALM-00024,Promo allowance,,1,0,0,lost_evidence,0.0,2025-07-29,2025-09-09,86,1,0
DED-0001757,walmart,2025-06-15,short_ship,375.61,13,Substitution Overcharge,short_ship,WALM-2025-000503,WALM-2025-000503-S1,REM-WALM-00024,Short ship: receiving hand-count 4 units short,2026-06-15,0,0,0,,,,,,1,0
DED-0001766,walmart,2025-06-15,short_ship,369.52,13,Substitution Overcharge,short_ship,WALM-2025-000510,WALM-2025-000510-S1,REM-WALM-00024,Short ship: receiving hand-count 5 units short,2026-06-15,0,0,0,lost_evidence,0.0,2025-09-03,2025-10-30,137,1,0
DED-0001754,walmart,2025-06-15,short_ship,326.08,13,Substitution Overcharge,short_ship,WALM-2025-000500,WALM-2025-000500-S1,REM-WALM-00024,Short ship: receiving hand-count 3 units short,2026-06-15,0,0,0,,,,,,1,0
DED-0001799,walmart,2025-06-15,short_ship,268.29,13,Substitution Overcharge,short_ship,WALM-2025-000544,WALM-2025-000544-S1,REM-WALM-00024,Short ship: receiving hand-count 3 units short,2026-06-15,0,0,0,,,,,,1,0
DED-0000377,kehe,2025-06-15,vague,156.26,BI,Connect BI fee (2% of sales),vague,KEHE-2025-000277,KEHE-2025-000277-S1,REM-KEHE-00024,Cash discount take-down,2025-12-12,1,0,0,,,,,,1,0
DED-0001663,walmart,2025-06-14,label_fine,283.36,,Unmapped,label_fine,WALM-2025-000403,WALM-2025-000403-S1,REM-WALM-00024,Label noncompliance — generic label not retailer-spec,,0,0,0,won_partial,154.24,2025-07-04,2025-08-20,67,1,0
DED-0001664,walmart,2025-06-14,late_delivery,259.74,99,OTIF,late_delivery,WALM-2025-000403,WALM-2025-000403-S1,REM-WALM-00024,Late delivery — 1 days past window,,0,0,0,won_full,259.74,2025-07-16,2025-09-16,94,1,0
DED-0000368,kehe,2025-06-14,vague,234.95,BI,Connect BI fee (2% of sales),vague,KEHE-2025-000259,KEHE-2025-000259-S1,REM-KEHE-00024,Compliance fee,2025-12-11,1,0,0,lost_evidence,0.0,2025-06-24,2025-08-02,49,1,0
DED-0001658,walmart,2025-06-14,late_delivery,140.01,99,OTIF,late_delivery,WALM-2025-000396,WALM-2025-000396-S1,REM-WALM-00024,Late delivery — 2 days past window,,0,0,0,lost_evidence,0.0,2025-07-24,2025-10-15,123,1,0
DED-0000643,mountain_pantry_co,2025-06-14,label_fine,126.4,LBL,Label fine,label_fine,MOUN-2025-000070,MOUN-2025-000070-S1,REM-MOUN-00011,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_evidence,0.0,2025-07-08,2025-08-11,58,1,0
DED-0001653,walmart,2025-06-13,spoilage,1710.71,29,Concealed damage / spoilage at receipt,spoilage,WALM-2025-000393,WALM-2025-000393-S1,REM-WALM-00024,Spoilage — temperature abuse in transit,2026-06-13,0,0,0,abandoned,0.0,2025-07-14,2025-09-05,84,1,0
DED-0001683,walmart,2025-06-13,promo_billback,1705.18,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000426,WALM-2025-000426-S1,REM-WALM-00024,Promo billback (MCB / scan-down),2027-06-13,0,0,0,abandoned,0.0,2025-06-17,2025-07-18,35,1,0
DED-0000758,southside_grocers,2025-06-13,spoilage,581.03,SPL,Spoilage / quality complaint,spoilage,SOUT-2025-000078,SOUT-2025-000078-S1,REM-SOUT-00013,Spoilage — quality complaint at receiving,,0,0,0,,,,,,1,0
DED-0001681,walmart,2025-06-13,short_ship,522.01,13,Substitution Overcharge,short_ship,WALM-2025-000426,WALM-2025-000426-S1,REM-WALM-00024,Short ship: receiving hand-count 5 units short,2026-06-13,0,0,0,,,,,,1,0
DED-0000981,unfi,2025-06-13,late_delivery,500.0,LAT,Late delivery,late_delivery,UNFI-2025-000326,UNFI-2025-000326-S1,REM-UNFI-00026,Late delivery — 2 days past window,2025-08-12,0,0,0,lost_no_response,0.0,2025-07-03,2025-09-15,94,1,0
DED-0002784,whole_foods,2025-06-13,promo_billback,441.26,PROMO,Promo billback,promo_billback,WHOL-2025-000291,WHOL-2025-000291-S1,REM-WHOL-00023,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,0
DED-0001682,walmart,2025-06-13,label_fine,338.38,,Unmapped,label_fine,WALM-2025-000426,WALM-2025-000426-S1,REM-WALM-00024,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000973,unfi,2025-06-13,vague,335.53,MSC,Miscellaneous deduction,vague,UNFI-2025-000310,UNFI-2025-000310-S1,REM-UNFI-00026,Audit adjustment,,1,0,0,,,,,,1,0
DED-0001679,walmart,2025-06-13,late_delivery,308.26,99,OTIF,late_delivery,WALM-2025-000424,WALM-2025-000424-S1,REM-WALM-00024,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0001652,walmart,2025-06-13,label_fine,278.27,,Unmapped,label_fine,WALM-2025-000393,WALM-2025-000393-S1,REM-WALM-00024,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0001678,walmart,2025-06-13,label_fine,273.89,,Unmapped,label_fine,WALM-2025-000424,WALM-2025-000424-S1,REM-WALM-00024,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0001670,walmart,2025-06-13,late_delivery,273.18,99,OTIF,late_delivery,WALM-2025-000415,WALM-2025-000415-S1,REM-WALM-00024,Late delivery — 4 days past window,,0,0,0,won_full,273.18,2025-07-30,2025-10-26,135,1,0
